synonym,standard_id,type
NCI-H2066,CVCL_1520,cell
NCI-H2073,CVCL_1521,cell
NCI-H2077,CVCL_5157,cell
NCI-H2081,CVCL_1522,cell
NCI-H2085,CVCL_1523,cell
NCI-H2087,CVCL_1524,cell
NCI-H209,CVCL_1525,cell
NCI-H2106,CVCL_1526,cell
NCI-H2107,CVCL_1527,cell
NCI-H2108,CVCL_1528,cell
NCI-H211,CVCL_1529,cell
NCI-H2110,CVCL_1530,cell
NCI-H2122,CVCL_1531,cell
NCI-H2126,CVCL_1532,cell
NCI-H2135,CVCL_1533,cell
NCI-H2141,CVCL_1534,cell
NCI-H2170,CVCL_1535,cell
NCI-H2171,CVCL_1536,cell
NCI-H2172,CVCL_1537,cell
NCI-H2196,CVCL_1539,cell
NCI-H2198,CVCL_1540,cell
NCI-H220,CVCL_1541,cell
NCI-H2227,CVCL_1542,cell
NCI-H2228,CVCL_1543,cell
NCI-H226,CVCL_1544,cell
NCI-H2286,CVCL_1545,cell
NCI-H2291,CVCL_1546,cell
NCI-H23,CVCL_1547,cell
NCI-H2330,CVCL_1548,cell
NCI-H2342,CVCL_1549,cell
NCI-H2347,CVCL_1550,cell
NCI-H2369,CVCL_A532,cell
NCI-H2373,CVCL_A533,cell
NCI-H2405,CVCL_1551,cell
NCI-H2444,CVCL_1552,cell
NCI-H2452,CVCL_1553,cell
NCI-H2461,CVCL_A536,cell
NCI-H249,CVCL_A537,cell
NCI-H250,CVCL_1554,cell
NCI-H2591,CVCL_A543,cell
NCI-H2595,CVCL_A545,cell
NCI-H2722,CVCL_U994,cell
NCI-H2731,CVCL_U995,cell
NCI-H2795,CVCL_U996,cell
NCI-H28,CVCL_1555,cell
NCI-H2803,CVCL_U997,cell
NCI-H2804,CVCL_U998,cell
NCI-H2810,CVCL_U999,cell
NCI-H2818,CVCL_V000,cell
NCI-H2869,CVCL_V001,cell
NCI-H2882,CVCL_5158,cell
NCI-H2887,CVCL_5159,cell
NCI-H290,CVCL_A555,cell
NCI-H292,CVCL_0455,cell
NCI-H295R,CVCL_0458,cell
NCI-H3118,CVCL_A464,cell
NCI-H3122,CVCL_5160,cell
NCI-H322,CVCL_1556,cell
NCI-H322M,CVCL_1556,cell
NCI-H3255,CVCL_6831,cell
NCI-H345,CVCL_1558,cell
NCI-H358,CVCL_1559,cell
NCI-H378,CVCL_1560,cell
NCI-H441,CVCL_1561,cell
NCI-H446,CVCL_1562,cell
NCI-H460,CVCL_0459,cell
NCI-H508,CVCL_1564,cell
NCI-H510,CVCL_1565,cell
NCI-H510A,CVCL_1565,cell
NCI-H513,CVCL_A570,cell
NCI-H520,CVCL_1566,cell
NCI-H522,CVCL_1567,cell
NCI-H524,CVCL_1568,cell
NCI-H526,CVCL_1569,cell
NCI-H596,CVCL_1571,cell
NCI-H64,CVCL_1573,cell
NCI-H647,CVCL_1574,cell
NCI-H650,CVCL_1575,cell
NCI-H660,CVCL_1576,cell
NCI-H661,CVCL_1577,cell
NCI-H684,CVCL_9980,cell
NCI-H69,CVCL_1579,cell
NCI-H69/CPR,CVCL_2137,cell
NCI-H69/LX10,CVCL_2138,cell
NCI-H69VCR/R,CVCL_3058,cell
NCI-H711,CVCL_1580,cell
NCI-H716,CVCL_1581,cell
NCI-H719,CVCL_1582,cell
NCI-H720,CVCL_1583,cell
NCI-H727,CVCL_1584,cell
NCI-H735,CVCL_1585,cell
NCI-H740,CVCL_1586,cell
NCI-H747,CVCL_1587,cell
NCI-H748,CVCL_1588,cell
NCI-H774,CVCL_1589,cell
NCI-H810,CVCL_1590,cell
NCI-H82,CVCL_1591,cell
NCI-H835,CVCL_1593,cell
NCI-H838,CVCL_1594,cell
NCI-H841,CVCL_1595,cell
NCI-H847,CVCL_1596,cell
NCI-H854,CVCL_A584,cell
NCI-H865,CVCL_1597,cell
NCI-H889,CVCL_1598,cell
NCI-H929,CVCL_1600,cell
NCI-N87,CVCL_1603,cell
NCIH1048,CVCL_1453,cell
NCIH1092,CVCL_1454,cell
NCIH1155,CVCL_1456,cell
NCIH1299,CVCL_0060,cell
NCIH1339,CVCL_A472,cell
NCIH1355,CVCL_1464,cell
NCIH1373,CVCL_1465,cell
NCIH1435,CVCL_1470,cell
NCIH1437,CVCL_1472,cell
NCIH1563,CVCL_1475,cell
NCIH1568,CVCL_1476,cell
NCIH1573,CVCL_1478,cell
NCIH1581,CVCL_1479,cell
NCIH1623,CVCL_1481,cell
NCIH1648,CVCL_1482,cell
NCIH1650,CVCL_1483,cell
NCIH1651,CVCL_1484,cell
NCIH1666,CVCL_1485,cell
NCIH1693,CVCL_1488,cell
NCIH1694,CVCL_1489,cell
NCIH1703,CVCL_1490,cell
NCIH1792,CVCL_1495,cell
NCIH1793,CVCL_1496,cell
NCIH1838,CVCL_1499,cell
NCIH1915,CVCL_1505,cell
NCIH1944,CVCL_1508,cell
NCIH1975,CVCL_1511,cell
NCIH2009,CVCL_1514,cell
NCIH2023,CVCL_1515,cell
NCIH2030,CVCL_1517,cell
NCIH2052,CVCL_1518,cell
NCIH2087,CVCL_1524,cell
NCIH209,CVCL_1525,cell
NCIH211,CVCL_1529,cell
NCIH2110,CVCL_1530,cell
NCIH2122,CVCL_1531,cell
NCIH2126,CVCL_1532,cell
NCIH2170,CVCL_1535,cell
NCIH2172,CVCL_1537,cell
NCIH2228,CVCL_1543,cell
NCIH226,CVCL_1544,cell
NCIH2286,CVCL_1545,cell
NCIH2291,CVCL_1546,cell
NCIH23,CVCL_1547,cell
NCIH2347,CVCL_1550,cell
NCIH2444,CVCL_1552,cell
NCIH2452,CVCL_1553,cell
NCIH28,CVCL_1555,cell
NCIH2882,CVCL_5158,cell
NCIH2887,CVCL_5159,cell
NCIH292,CVCL_0455,cell
NCIH3122,CVCL_5160,cell
NCIH322,CVCL_1556,cell
NCIH358,CVCL_1559,cell
NCIH441,CVCL_1561,cell
NCIH446,CVCL_1562,cell
NCIH460,CVCL_0459,cell
NCIH520,CVCL_1566,cell
NCIH522,CVCL_1567,cell
NCIH526,CVCL_1569,cell
NCIH596,CVCL_1571,cell
NCIH647,CVCL_1574,cell
NCIH650,CVCL_1575,cell
NCIH661,CVCL_1577,cell
NCIH716,CVCL_1581,cell
NCIH727,CVCL_1584,cell
NCIH747,CVCL_1587,cell
NCIH82,CVCL_1591,cell
NCIH838,CVCL_1594,cell
NCIH841,CVCL_1595,cell
NCIN87,CVCL_1603,cell
NCO2,CVCL_3043,cell
NEC8,CVCL_1604,cell
NGP,CVCL_2141,cell
NH-12,CVCL_1605,cell
NH-6,CVCL_1606,cell
NHAHTDD,CVCL_WS73,cell
NIH:OVCAR-3,CVCL_0465,cell
NK-92MI,CVCL_3755,cell
NKM-1,CVCL_1607,cell
NMC-G1,CVCL_1608,cell
NMCG1,CVCL_1608,cell
NOMO-1,CVCL_1609,cell
NOMO1,CVCL_1609,cell
NOS-1,CVCL_1610,cell
NOU1,CVCL_S912,cell
NOZ,CVCL_3079,cell
NP2,CVCL_A9SM,cell
NP3,CVCL_A9SN,cell
NP8,CVCL_4W66,cell
NTERA-2-cl-D1,CVCL_3407,cell
NU-DHL-1,CVCL_1876,cell
NU-DUL-1,CVCL_1877,cell
NUDHL1,CVCL_1876,cell
NUGC-2,CVCL_1611,cell
NUGC-3,CVCL_1612,cell
NUGC-4,CVCL_3082,cell
NUGC3,CVCL_1612,cell
NUGC4,CVCL_3082,cell
NY,CVCL_1613,cell
Namalwa,CVCL_0067,cell
OACM5-1,CVCL_1842,cell
OACM51,CVCL_1842,cell
OACp4C,CVCL_1843,cell
OAW-28,CVCL_1614,cell
OAW-42,CVCL_1615,cell
OAW28,CVCL_1614,cell
OAW42,CVCL_1615,cell
OC 314,CVCL_1616,cell
OC 315,CVCL_1617,cell
OC 316,CVCL_1618,cell
OC-314,CVCL_1616,cell
OC314,CVCL_1616,cell
OC316,CVCL_1618,cell
OCC1,CVCL_C829,cell
OCI-AML2,CVCL_1619,cell
OCI-AML3,CVCL_1844,cell
OCI-AML5,CVCL_1620,cell
OCI-LY-19,CVCL_1878,cell
OCI-LY10,CVCL_8795,cell
OCI-LY3,CVCL_8800,cell
OCI-LY7,CVCL_1881,cell
OCI-Ly10,CVCL_8795,cell
OCI-Ly12,CVCL_8796,cell
OCI-Ly18,CVCL_1880,cell
OCI-Ly3,CVCL_8800,cell
OCI-Ly8,CVCL_8803,cell
OCI-M1,CVCL_2149,cell
OCI-My1,CVCL_E338,cell
OCI-My7,CVCL_E333,cell
OCIAML2,CVCL_1619,cell
OCIAML3,CVCL_1844,cell
OCIC5X,CVCL_DH06,cell
OCILY10,CVCL_8795,cell
OCILY19,CVCL_1878,cell
OCILY7,CVCL_1881,cell
OCIM2,CVCL_2150,cell
OCIMY5,CVCL_E332,cell
OCIMY7,CVCL_E333,cell
OCUB-M,CVCL_1621,cell
OCUG1,CVCL_3083,cell
OCUM-1,CVCL_3084,cell
OCUM1,CVCL_3084,cell
OE19,CVCL_1622,cell
OE21,CVCL_2661,cell
OE33,CVCL_0471,cell
OELE,CVCL_IW56,cell
OHS,CVCL_B450,cell
OMC-1,CVCL_1623,cell
ONCO-DG-1,CVCL_1882,cell
ONCODG1,CVCL_1882,cell
ONDA7,CVCL_4W67,cell
ONDA8,CVCL_4W68,cell
ONDA9,CVCL_1R14,cell
ONS-76,CVCL_1624,cell
ONS76,CVCL_1624,cell
OPM-1,CVCL_5210,cell
OPM-2,CVCL_1625,cell
OPM1,CVCL_5210,cell
OPM2,CVCL_1625,cell
OS-RC-2,CVCL_1626,cell
OS252,CVCL_WU66,cell
OSC-19,CVCL_3086,cell
OSC-20,CVCL_3087,cell
OSC19,CVCL_3086,cell
OSRC2,CVCL_1626,cell
OUMS-23,CVCL_3088,cell
OUMS-27,CVCL_3090,cell
OUMS23,CVCL_3088,cell
OV-17R,CVCL_2672,cell
OV-56,CVCL_2673,cell
OV-7,CVCL_2675,cell
OV-90,CVCL_3768,cell
OV167,CVCL_A402,cell
OV207,CVCL_A404,cell
OV56,CVCL_2673,cell
OV7,CVCL_2675,cell
OV90,CVCL_3768,cell
OV:IGROV1,CVCL_1304,cell
OV:NCI/ADR-RES,CVCL_1452,cell
OV:OVCAR-3,CVCL_0465,cell
OV:OVCAR-4,CVCL_1627,cell
OV:OVCAR-5,CVCL_1628,cell
OV:OVCAR-8,CVCL_1629,cell
OV:SK-OV-3,CVCL_0532,cell
OVCA420,CVCL_3935,cell
OVCA429,CVCL_3936,cell
OVCA433,CVCL_0475,cell
OVCAR-3,CVCL_0465,cell
OVCAR-4,CVCL_1627,cell
OVCAR-5,CVCL_1628,cell
OVCAR-8,CVCL_1629,cell
OVCAR3,CVCL_0465,cell
OVCAR4,CVCL_1627,cell
OVCAR5,CVCL_1628,cell
OVCAR8,CVCL_1629,cell
OVISE,CVCL_3116,cell
OVK-18,CVCL_3770,cell
OVK18,CVCL_3770,cell
OVKATE,CVCL_3110,cell
OVMANA,CVCL_3111,cell
OVMIU,CVCL_3112,cell
OVSAHO,CVCL_3114,cell
OVTOKO,CVCL_3117,cell
P12-ICHIKAWA,CVCL_1630,cell
P30-OHK,CVCL_1631,cell
P31-FUJ,CVCL_1632,cell
P31/FUJ,CVCL_1632,cell
P31FUJ,CVCL_1632,cell
P32-ISH,CVCL_3119,cell
P3HR-1,CVCL_2676,cell
P3HR1,CVCL_2676,cell
PA-1,CVCL_0479,cell
PA-TU-8902,CVCL_1845,cell
PA-TU-8988S,CVCL_1846,cell
PA-TU-8988T,CVCL_1847,cell
PA1,CVCL_0479,cell
PACADD119,CVCL_1848,cell
PACADD137,CVCL_1850,cell
PACADD161,CVCL_M466,cell
PACADD165,CVCL_M467,cell
PACADD188,CVCL_M469,cell
PANC-02-03,CVCL_1633,cell
PANC-03-27,CVCL_1635,cell
PANC-04-03,CVCL_1636,cell
PANC-08-13,CVCL_1638,cell
PANC-1,CVCL_0480,cell
PANC-10-05,CVCL_1639,cell
PANC0203,CVCL_1633,cell
PANC0327,CVCL_1635,cell
PANC0403,CVCL_1636,cell
PANC0504,CVCL_1637,cell
PANC0813,CVCL_1638,cell
PANC1,CVCL_0480,cell
PANC1005,CVCL_1639,cell
PATU8902,CVCL_1845,cell
PATU8988S,CVCL_1846,cell
PATU8988T,CVCL_1847,cell
PC-14,CVCL_1640,cell
PC-3,CVCL_0035,cell
PC14,CVCL_1640,cell
PC3,CVCL_0035,cell
PC9,CVCL_B260,cell
PCI-15A,CVCL_C184,cell
PCI-30,CVCL_C757,cell
PCI-38,CVCL_M471,cell
PCI-4B,CVCL_C171,cell
PCI-6A,CVCL_C173,cell
PCI13,CVCL_C182,cell
PCI15A,CVCL_C184,cell
PCI24,CVCL_AT94,cell
PCM6,CVCL_4666,cell
PE-2,CVCL_QX07,cell
PE-CA-PJ15,CVCL_2678,cell
PE/CA-PJ15,CVCL_2678,cell
PE/CA-PJ34 (clone C12),CVCL_2679,cell
PE/CA-PJ41 (clone D2),CVCL_2680,cell
PE/CA-PJ49,CVCL_2681,cell
PEA1,CVCL_2682,cell
PEA2,CVCL_2683,cell
PECAPJ15,CVCL_2678,cell
PECAPJ34CLONEC12,CVCL_2679,cell
PECAPJ41CLONED2,CVCL_2680,cell
PECAPJ49,CVCL_2681,cell
PEER,CVCL_1913,cell
PEO,CVCL_2686,cell
PEO1,CVCL_2686,cell
PEO14,CVCL_2687,cell
PEO4,CVCL_2690,cell
PF-382,CVCL_1641,cell
PF382,CVCL_1641,cell
PFEIFFER,CVCL_3326,cell
PFSK-1,CVCL_1642,cell
PJ34,CVCL_2679,cell
PK-1,CVCL_4717,cell
PK-45H,CVCL_6748,cell
PK-59,CVCL_4897,cell
PK1,CVCL_4717,cell
PK45H,CVCL_6748,cell
PK59,CVCL_4897,cell
PL-21,CVCL_2161,cell
PL4,CVCL_S976,cell
PL45,CVCL_3567,cell
PLB985,CVCL_2162,cell
PLC/PRF/5,CVCL_0485,cell
PLCPRF5,CVCL_0485,cell
PMDC05,CVCL_5G47,cell
PR:DU-145,CVCL_0105,cell
PR:PC-3,CVCL_0035,cell
PSN1,CVCL_1644,cell
PWR-1E,CVCL_3775,cell
Panc 02.03,CVCL_1633,cell
Panc 02.13,CVCL_1634,cell
Panc 03.27,CVCL_1635,cell
Panc 04.03,CVCL_1636,cell
Panc 05.04,CVCL_1637,cell
Panc 08.13,CVCL_1638,cell
Panc 10.05,CVCL_1639,cell
Pfeiffer,CVCL_3326,cell
PrEC LH,CVCL_V626,cell
QGP-1,CVCL_3143,cell
QGP1,CVCL_3143,cell
QIMR-WIL,CVCL_1645,cell
R262,CVCL_VU83,cell
RAJI,CVCL_0511,cell
RAMOS,CVCL_0597,cell
RBE,CVCL_4896,cell
RC-K8,CVCL_1883,cell
RCC-4,CVCL_0498,cell
RCC-AB,CVCL_5868,cell
RCC-ER,CVCL_5870,cell
RCC-FG2,CVCL_5873,cell
RCC-JF,CVCL_5879,cell
RCC-JW,CVCL_5880,cell
RCC-MF,CVCL_5884,cell
RCC10RGB,CVCL_1647,cell
RCCER,CVCL_5870,cell
RCCFG1,CVCL_5872,cell
RCCGS,CVCL_5875,cell
RCCHB,CVCL_5877,cell
RCCJF,CVCL_5879,cell
RCCJW,CVCL_5880,cell
RCCKL,CVCL_5881,cell
RCCMF,CVCL_5884,cell
RCCMH,CVCL_5885,cell
RCCWK,CVCL_5888,cell
RCH-ACV,CVCL_1851,cell
RCK8,CVCL_1883,cell
RCM-1,CVCL_1648,cell
RCM1,CVCL_1648,cell
RD,CVCL_1649,cell
RD-ES,CVCL_2169,cell
RDES,CVCL_2169,cell
RE:786-0,CVCL_1051,cell
RE:A498,CVCL_1056,cell
RE:ACHN,CVCL_1067,cell
RE:CAKI-1,CVCL_0234,cell
RE:RXF 393,CVCL_1673,cell
RE:SN12C,CVCL_1705,cell
RE:TK-10,CVCL_1773,cell
RE:UO-31,CVCL_1911,cell
REC-1,CVCL_1884,cell
REC1,CVCL_1884,cell
REH,CVCL_1650,cell
RERF-GC-1B,CVCL_3152,cell
RERF-LC-AI,CVCL_4402,cell
RERF-LC-Ad1,CVCL_1651,cell
RERF-LC-Ad2,CVCL_1652,cell
RERF-LC-KJ,CVCL_1654,cell
RERF-LC-MS,CVCL_1655,cell
RERF-LC-Sq1,CVCL_1656,cell
RERFLCAD1,CVCL_1651,cell
RERFLCAD2,CVCL_1652,cell
RERFLCAI,CVCL_4402,cell
RERFLCKJ,CVCL_1654,cell
RERFLCMS,CVCL_1655,cell
RF-48,CVCL_1657,cell
RH-1,CVCL_1658,cell
RH-18,CVCL_1659,cell
RH-30,CVCL_0041,cell
RH-41,CVCL_2176,cell
RH18DM,CVCL_1659,cell
RH28,CVCL_8752,cell
RH30,CVCL_0041,cell
RH4,CVCL_5916,cell
RHJT,CVCL_VU81,cell
RI-1,CVCL_1885,cell
RI1,CVCL_1885,cell
RKN,CVCL_3156,cell
RKO,CVCL_0504,cell
RL,CVCL_1660,cell
RL95-2,CVCL_0505,cell
RL952,CVCL_0505,cell
RMG-I,CVCL_1662,cell
RMG1,CVCL_1662,cell
RMGI,CVCL_1662,cell
RMS559,CVCL_S640,cell
RMUG-S,CVCL_3158,cell
RMUGS,CVCL_3158,cell
RO82-W-1,CVCL_0582,cell
ROS-50,CVCL_1887,cell
RPMI 8226,CVCL_0014,cell
RPMI-6666,CVCL_1665,cell
RPMI-7951,CVCL_1666,cell
RPMI-8226,CVCL_0014,cell
RPMI-8402,CVCL_1667,cell
RPMI-8866,CVCL_1668,cell
RPMI7951,CVCL_1666,cell
RPMI8226,CVCL_0014,cell
RS-5,CVCL_2182,cell
RS4-11,CVCL_0093,cell
RS4;11,CVCL_0093,cell
RT-112,CVCL_1670,cell
RT-4,CVCL_0036,cell
RT112,CVCL_1670,cell
RT112/84,CVCL_2714,cell
RT11284,CVCL_2714,cell
RT4,CVCL_0036,cell
RVH-421,CVCL_1672,cell
RVH421,CVCL_1672,cell
RXF393,CVCL_1673,cell
Raji,CVCL_0511,cell
Ramos-2G6-4C10,CVCL_1646,cell
Reh,CVCL_1650,cell
Rh1,CVCL_1658,cell
Rh18,CVCL_1659,cell
Rh18c,CVCL_DG02,cell
Rh28,CVCL_8752,cell
Rh28 PX11/LPAM,CVCL_Y584,cell
Rh30,CVCL_0041,cell
Rh36,CVCL_M599,cell
Rh4,CVCL_5916,cell
Rh41,CVCL_2176,cell
Ri-1,CVCL_1885,cell
S-117,CVCL_1674,cell
S117,CVCL_1674,cell
SACHI,CVCL_M501,cell
SALE,CVCL_WS60,cell
SAOS-2,CVCL_0548,cell
SAOS2,CVCL_0548,cell
SAS,CVCL_1675,cell
SAT,CVCL_3160,cell
SBC-1,CVCL_1676,cell
SBC-3,CVCL_1678,cell
SBC-5,CVCL_1679,cell
SBC5,CVCL_1679,cell
SBCL2,CVCL_D732,cell
SC-1,CVCL_1888,cell
SCABER,CVCL_3599,cell
SCC-15,CVCL_1681,cell
SCC-25,CVCL_1682,cell
SCC-3,CVCL_1683,cell
SCC-4,CVCL_1684,cell
SCC-9,CVCL_1685,cell
SCC15,CVCL_1681,cell
SCC25,CVCL_1682,cell
SCC3,CVCL_1683,cell
SCC4,CVCL_1684,cell
SCC61,CVCL_7118,cell
SCC90,CVCL_1899,cell
SCCOHT1,CVCL_VU69,cell
SCH,CVCL_1687,cell
SCLC-21H,CVCL_0024,cell
SCMCRM2,CVCL_A667,cell
SCS214,CVCL_WU91,cell
SCaBER,CVCL_3599,cell
SEKI,CVCL_3162,cell
SEM,CVCL_0095,cell
SEMK2,CVCL_S906,cell
SF-172,CVCL_V613,cell
SF-295,CVCL_1690,cell
SF126,CVCL_1688,cell
SF172,CVCL_V613,cell
SF268,CVCL_1689,cell
SF295,CVCL_1690,cell
SF539,CVCL_1691,cell
SF767,CVCL_6950,cell
SG231,CVCL_0519,cell
SH-10-TC,CVCL_5167,cell
SH-4,CVCL_1692,cell
SH-EP,CVCL_0524,cell
SH-SY5Y,CVCL_0019,cell
SH10TC,CVCL_5167,cell
SH4,CVCL_1692,cell
SHI1,CVCL_2191,cell
SHP-77,CVCL_1693,cell
SHP77,CVCL_1693,cell
SIG-M5,CVCL_1694,cell
SIHA,CVCL_0032,cell
SIMA,CVCL_1695,cell
SISO,CVCL_2193,cell
SJSA-1,CVCL_1697,cell
SJSA1,CVCL_1697,cell
SK-BR-3,CVCL_0033,cell
SK-CO-1,CVCL_0626,cell
SK-ES-1,CVCL_0627,cell
SK-GT-2,CVCL_2194,cell
SK-GT-4,CVCL_2195,cell
SK-HEP-1,CVCL_0525,cell
SK-LMS-1,CVCL_0628,cell
SK-LU-1,CVCL_0629,cell
SK-MEL-1,CVCL_0068,cell
SK-MEL-2,CVCL_0069,cell
SK-MEL-24,CVCL_0599,cell
SK-MEL-28,CVCL_0526,cell
SK-MEL-3,CVCL_0550,cell
SK-MEL-30,CVCL_0039,cell
SK-MEL-31,CVCL_0600,cell
SK-MEL-5,CVCL_0527,cell
SK-MES-1,CVCL_0630,cell
SK-MG-1,CVCL_1698,cell
SK-MM-1,CVCL_A478,cell
SK-MM-2,CVCL_1699,cell
SK-N-AS,CVCL_1700,cell
SK-N-BE(2),CVCL_0528,cell
SK-N-DZ,CVCL_1701,cell
SK-N-FI,CVCL_1702,cell
SK-N-MC,CVCL_0530,cell
SK-N-SH,CVCL_0531,cell
SK-OV-3,CVCL_0532,cell
SK-PN-DW,CVCL_1703,cell
SK-RC 31,CVCL_6186,cell
SK-RC-20,CVCL_V605,cell
SK-UT-1,CVCL_0533,cell
SK-UT-1B,CVCL_2250,cell
SKBR3,CVCL_0033,cell
SKES1,CVCL_0627,cell
SKG-IIIa,CVCL_1704,cell
SKGI,CVCL_2793,cell
SKGII,CVCL_2794,cell
SKGT2,CVCL_2194,cell
SKGT4,CVCL_2195,cell
SKHEP1,CVCL_0525,cell
SKLMS1,CVCL_0628,cell
SKLU1,CVCL_0629,cell
SKM-1,CVCL_0098,cell
SKMEL1,CVCL_0068,cell
SKMEL173,CVCL_6090,cell
SKMEL19,CVCL_6025,cell
SKMEL2,CVCL_0069,cell
SKMEL24,CVCL_0599,cell
SKMEL28,CVCL_0526,cell
SKMEL3,CVCL_0550,cell
SKMEL30,CVCL_0039,cell
SKMEL31,CVCL_0600,cell
SKMEL5,CVCL_0527,cell
SKMES1,CVCL_0630,cell
SKMM2,CVCL_1699,cell
SKN,CVCL_3167,cell
SKN-3,CVCL_3168,cell
SKNAS,CVCL_1700,cell
SKNBE2,CVCL_0528,cell
SKNDZ,CVCL_1701,cell
SKNEP1,CVCL_0631,cell
SKNFI,CVCL_1702,cell
SKNMC,CVCL_0530,cell
SKNO1,CVCL_2196,cell
SKOV3,CVCL_0532,cell
SKPNDW,CVCL_1703,cell
SKPNETLI,CVCL_A748,cell
SKRC20,CVCL_V605,cell
SKUT1,CVCL_0533,cell
SKUT1B,CVCL_2250,cell
SKUT2,CVCL_IW37,cell
SLR 20,CVCL_V606,cell
SLR 21,CVCL_V607,cell
SLR 23,CVCL_V609,cell
SLR 24,CVCL_V610,cell
SLR 25,CVCL_V611,cell
SLR 26,CVCL_V612,cell
SLR20,CVCL_V606,cell
SLR23,CVCL_V609,cell
SLR24,CVCL_V610,cell
SLR26,CVCL_V612,cell
SLVL,CVCL_3169,cell
SMSCTR,CVCL_A770,cell
SMZ1,CVCL_RL84,cell
SN12C,CVCL_1705,cell
SNB-19,CVCL_0535,cell
SNB75,CVCL_1706,cell
SNG-M,CVCL_1707,cell
SNGII,CVCL_3170,cell
SNGM,CVCL_1707,cell
SNU-1,CVCL_0099,cell
SNU-1033,CVCL_5002,cell
SNU-1040,CVCL_5003,cell
SNU-1041,CVCL_L085,cell
SNU-1066,CVCL_5005,cell
SNU-1076,CVCL_5006,cell
SNU-1077,CVCL_5007,cell
SNU-1079,CVCL_5008,cell
SNU-1105,CVCL_5010,cell
SNU-119,CVCL_5014,cell
SNU-1196,CVCL_5015,cell
SNU-1197,CVCL_5016,cell
SNU-1214,CVCL_5017,cell
SNU-1272,CVCL_8788,cell
SNU-16,CVCL_0076,cell
SNU-175,CVCL_5031,cell
SNU-182,CVCL_0090,cell
SNU-201,CVCL_5033,cell
SNU-213,CVCL_5034,cell
SNU-216,CVCL_3946,cell
SNU-245,CVCL_5038,cell
SNU-283,CVCL_5044,cell
SNU-308,CVCL_5048,cell
SNU-324,CVCL_5051,cell
SNU-349,CVCL_5054,cell
SNU-387,CVCL_0250,cell
SNU-398,CVCL_0077,cell
SNU-407,CVCL_5058,cell
SNU-410,CVCL_5059,cell
SNU-423,CVCL_0366,cell
SNU-449,CVCL_0454,cell
SNU-46,CVCL_5063,cell
SNU-466,CVCL_5064,cell
SNU-475,CVCL_0497,cell
SNU-478,CVCL_5065,cell
SNU-489,CVCL_5069,cell
SNU-5,CVCL_0078,cell
SNU-503,CVCL_5071,cell
SNU-520,CVCL_5072,cell
SNU-601,CVCL_0101,cell
SNU-61,CVCL_5078,cell
SNU-620,CVCL_5079,cell
SNU-626,CVCL_5080,cell
SNU-668,CVCL_5081,cell
SNU-685,CVCL_5083,cell
SNU-719,CVCL_5086,cell
SNU-738,CVCL_5087,cell
SNU-761,CVCL_5089,cell
SNU-8,CVCL_5096,cell
SNU-81,CVCL_5098,cell
SNU-840,CVCL_5100,cell
SNU-869,CVCL_5101,cell
SNU-878,CVCL_5102,cell
SNU-886,CVCL_5103,cell
SNU-899,CVCL_5105,cell
SNU-C1,CVCL_1708,cell
SNU-C2A,CVCL_1709,cell
SNU-C2B,CVCL_1710,cell
SNU-C4,CVCL_5111,cell
SNU-C5,CVCL_5112,cell
SNU1,CVCL_0099,cell
SNU1033,CVCL_5002,cell
SNU1041,CVCL_L085,cell
SNU1066,CVCL_5005,cell
SNU1076,CVCL_5006,cell
SNU1077,CVCL_5007,cell
SNU1079,CVCL_5008,cell
SNU1105,CVCL_5010,cell
SNU1196,CVCL_5015,cell
SNU1214,CVCL_5017,cell
SNU1544,CVCL_5027,cell
SNU16,CVCL_0076,cell
SNU182,CVCL_0090,cell
SNU201,CVCL_5033,cell
SNU213,CVCL_5034,cell
SNU216,CVCL_3946,cell
SNU245,CVCL_5038,cell
SNU308,CVCL_5048,cell
SNU349,CVCL_5054,cell
SNU387,CVCL_0250,cell
SNU398,CVCL_0077,cell
SNU407,CVCL_5058,cell
SNU410,CVCL_5059,cell
SNU423,CVCL_0366,cell
SNU449,CVCL_0454,cell
SNU46,CVCL_5063,cell
SNU466,CVCL_5064,cell
SNU475,CVCL_0497,cell
SNU478,CVCL_5065,cell
SNU5,CVCL_0078,cell
SNU503,CVCL_5071,cell
SNU601,CVCL_0101,cell
SNU61,CVCL_5078,cell
SNU626,CVCL_5080,cell
SNU638,CVCL_0102,cell
SNU668,CVCL_5081,cell
SNU685,CVCL_5083,cell
SNU719,CVCL_5086,cell
SNU738,CVCL_5087,cell
SNU761,CVCL_5089,cell
SNU8,CVCL_5096,cell
SNU81,CVCL_5098,cell
SNU840,CVCL_5100,cell
SNU869,CVCL_5101,cell
SNU886,CVCL_5103,cell
SNUC1,CVCL_1708,cell
SNUC2A,CVCL_1709,cell
SNUC2B,CVCL_1710,cell
SNUC4,CVCL_5111,cell
SNUC5,CVCL_5112,cell
SPAC1L,CVCL_IW47,cell
SQ1,CVCL_4900,cell
SQCCY1,CVCL_0551,cell
SR,CVCL_1711,cell
SSP25,CVCL_4902,cell
ST486,CVCL_1712,cell
ST8814,CVCL_8916,cell
STM9101,CVCL_8000,cell
STS-0421,CVCL_X508,cell
SU-DHL-1,CVCL_0538,cell
SU-DHL-10,CVCL_1889,cell
SU-DHL-16,CVCL_1890,cell
SU-DHL-2,CVCL_9550,cell
SU-DHL-4,CVCL_0539,cell
SU-DHL-5,CVCL_1735,cell
